Date,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,139.59463500976562,140843800,238.0,240.44000244140625,230.13999938964844,232.89999389648438,226.80880737304688,69870600
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,134.71087646484375,142621100,235.61000061035156,242.63999938964844,235.08999633789062,238.92999267578125,232.6811065673828,49111200
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,129.66990661621094,177523800,235.99000549316406,238.02000427246094,231.35000610351562,231.9600067138672,225.8934326171875,42503100
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,131.81207275390625,106239800,235.05999755859375,242.5,232.42999267578125,239.64999389648438,233.38226318359375,33314200
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,132.64732360839844,83305400,241.3000030517578,242.30999755859375,238.69000244140625,239.50999450683594,233.24594116210938,25916300
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,131.61558532714844,89880900,239.57000732421875,245.08999633789062,239.25999450683594,243.0,236.6446990966797,27158100
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,135.0056915283203,84183100,242.66000366210938,243.24000549316406,240.3699951171875,242.00999450683594,235.68055725097656,25296100
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,134.58740234375,75693800,242.22999572753906,243.27999877929688,240.4199981689453,242.1999969482422,235.86561584472656,18054800
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,134.73504638671875,71297200,243.14999389648438,243.67999267578125,240.80999755859375,242.47000122070312,236.12850952148438,22211900
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,133.84933471679688,76774200,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,237.39451599121094,23565000
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,133.2391815185547,73046600,245.0,245.9199981689453,240.88999938964844,242.82000732421875,236.46937561035156,22186700
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,132.9833221435547,64280000,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,238.09568786621094,15751100
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,133.219482421875,60145100,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,238.58262634277344,16561100
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,131.07412719726562,80576300,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,237.3263702392578,26728500
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,128.76145935058594,97918500,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,238.36099243164062,21653500
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,127.64942169189453,96856700,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,237.96083068847656,16925600
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,127.80686950683594,87668800,243.75,243.86000061035156,240.17999267578125,240.97000122070312,235.2082061767578,25262600
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,123.99835205078125,103916400,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,228.90267944335938,36446900
2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,123.86058807373047,158273000,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,227.6923370361328,30228700
2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,123.35868072509766,111039900,230.00999450683594,235.1999969482422,229.0,234.5500030517578,228.94175720214844,26339700
2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,119.06794738769531,148199500,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,223.51467895507812,39542200
2021-02-26,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,119.33366394042969,164560400,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,226.82362365722656,37819200
2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,125.75991821289062,116307900,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,231.27459716796875,25324000
2021-03-02,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,123.13233184814453,102260900,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,228.2779998779297,22812500
2021-03-03,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,120.12094116210938,112966300,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,222.11888122558594,34029500
2021-03-04,121.75,123.5999984741211,118.62000274658203,120.12999725341797,118.22161102294922,178155000,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,221.3087158203125,44727800
2021-03-05,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,119.49110412597656,153766600,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,226.06227111816406,41872800
2021-03-08,120.93000030517578,121.0,116.20999908447266,116.36000061035156,114.5114974975586,154376600,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,221.9529571533203,35267400
2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,119.16636657714844,129525800,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,228.19015502929688,33080500
2021-03-10,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,118.07398223876953,111943300,237.0,237.0,232.0399932861328,232.4199981689453,226.86265563964844,29746800
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,120.02252960205078,103026500,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,231.46006774902344,29907600
2021-03-12,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,119.10730743408203,88105100,234.00999450683594,235.82000732421875,233.22999572753906,235.75,230.11305236816406,22653700
2021-03-15,121.41000366210938,124.0,120.41999816894531,123.98999786376953,122.02027130126953,92403800,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,229.1955108642578,26034900
2021-03-16,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,123.57518768310547,115227900,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,232.0261993408203,28092200
2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,122.7780532836914,111932600,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,231.37222290039062,29562100
2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,118.61524963378906,121229700,232.55999755859375,234.19000244140625,230.3300018310547,230.72000122070312,225.20330810546875,34833000
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,118.08382415771484,185549500,231.02000427246094,232.47000122070312,229.35000610351562,230.35000610351562,224.8421630859375,46430700
2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,121.42980194091797,111912300,230.27000427246094,236.89999389648438,230.13999938964844,235.99000549316406,230.3473358154297,30127000
2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,120.59332275390625,95467100,237.49000549316406,241.0500030517578,237.07000732421875,237.5800018310547,231.8992919921875,31638400
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,118.18223571777344,88530500,237.85000610351562,238.0,235.32000732421875,235.4600067138672,229.82998657226562,25620100
2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,118.67430114746094,98844700,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789062,226.78460693359375,34061900
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,119.28443908691406,94071200,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753906,230.8255615234375,25479900
2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,119.46158599853516,80819200,236.58999633789062,236.8000030517578,231.8800048828125,235.24000549316406,229.61526489257812,25227500
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,117.9952621459961,85671900,233.52999877929688,233.85000610351562,231.10000610351562,231.85000610351562,226.30628967285156,24792000
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,120.20952606201172,118323800,232.91000366210938,239.10000610351562,232.38999938964844,235.77000427246094,230.13258361816406,43623500
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,121.04601287841797,75089100,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,236.55523681640625,30338000
2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,123.89994812011719,88651200,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,243.1145782470703,36910600
2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,124.20501708984375,80171300,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,241.9334716796875,22931900
2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,125.86817169189453,83466700,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,243.92469787597656,22719800
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,128.2891082763672,88844600,252.77000427246094,254.13999938964844,252.0,253.25,247.19459533691406,23625200
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,130.8871612548828,106686700,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,249.73243713378906,24326800
2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,129.15512084960938,91420000,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,249.79100036621094,27148700
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,132.29443359375,91266500,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,252.309326171875,23837500
2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,129.9325408935547,87222800,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,249.47865295410156,23070900
2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,132.36334228515625,89347100,257.92999267578125,259.92999267578125,257.7300109863281,259.5,253.295166015625,25627500
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,132.0287322998047,84922400,259.4700012207031,261.0,257.6000061035156,260.739990234375,254.5055389404297,24878600
2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,132.69790649414062,94264200,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,252.55332946777344,23209300
2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,130.99537658691406,94812300,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,252.08486938476562,19722900
2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,131.3791961669922,68847100,258.94000244140625,260.67999267578125,257.25,260.5799865722656,254.34933471679688,24030400
2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,129.843994140625,84566500,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,251.0208740234375,25606200
2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,132.18618774414062,78657500,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,254.9056854248047,21462600
2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,132.579833984375,66905100,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,255.296142578125,19763300
2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,132.25503540039062,66015800,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,255.70611572265625,31014200
2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,131.4579315185547,107760100,256.0799865722656,256.5400085449219,252.9499969482422,254.55999755859375,248.4733123779297,46903100
2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,131.3595428466797,151101000,255.4600067138672,256.1000061035156,249.0,252.50999450683594,246.4722900390625,40589000
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,129.3716278076172,109839500,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,246.1501922607422,30945100
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,130.43446350097656,75135100,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,245.8378448486328,19626600
2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,125.81896209716797,137564700,250.97000122070312,251.2100067138672,245.75999450683594,247.7899932861328,241.86517333984375,32756100
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,126.06499481201172,84000900,249.05999755859375,249.5,245.82000732421875,246.47000122070312,240.5767364501953,21901300
2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,127.67897033691406,78128300,246.4499969482422,249.86000061035156,244.69000244140625,249.72999572753906,243.75877380371094,26491100
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,128.35914611816406,78973300,252.14999389648438,254.3000030517578,251.1699981689453,252.4600067138672,246.42349243164062,27032900
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,125.04689025878906,88071200,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,241.26976013183594,29299900
2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,124.1202621459961,126142800,244.5500030517578,246.60000610351562,242.57000732421875,246.22999572753906,240.3424530029297,33641600
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,121.02488708496094,112172300,242.1699981689453,244.3800048828125,238.07000732421875,239.0,233.2853240966797,36684400
2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,123.193603515625,105861300,241.8000030517578,245.60000610351562,241.4199981689453,243.02999877929688,237.21897888183594,29624300
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,125.63837432861328,81918000,245.5800018310547,249.17999267578125,245.49000549316406,248.14999389648438,242.21658325195312,23901100
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,124.47513580322266,74244600,246.5500030517578,246.58999633789062,243.52000427246094,245.17999267578125,239.31756591796875,24970200
2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,123.0753173828125,63342900,246.27000427246094,246.41000366210938,242.89999389648438,243.0800018310547,237.2677764892578,20168000
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,122.91759490966797,92612000,239.30999755859375,243.22999572753906,238.60000610351562,243.1199951171875,237.85479736328125,25739800
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,125.50035858154297,76857100,243.9600067138672,247.9499969482422,243.86000061035156,246.47999572753906,241.14199829101562,21800700
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,123.64707946777344,79295400,247.57000732421875,248.3300018310547,244.74000549316406,245.1699981689453,239.8603973388672,21863100
2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,125.2933349609375,63092900,247.7899932861328,251.16000366210938,247.50999450683594,250.77999877929688,245.3489227294922,21411500
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,125.09619140625,72009500,251.77000427246094,252.75,250.82000732421875,251.72000122070312,246.26856994628906,17704300
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,125.04689025878906,56575900,251.42999267578125,252.94000244140625,250.75,251.49000549316406,246.04351806640625,17771600
2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,123.49921417236328,94625600,251.1699981689453,251.47999572753906,249.25,249.30999755859375,243.9107208251953,24426200
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,122.83871459960938,71311100,251.0,252.0800018310547,249.55999755859375,249.67999267578125,244.27267456054688,18270200
2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,122.513427734375,67637100,251.22999572753906,251.2899932861328,246.9600067138672,247.39999389648438,242.04208374023438,23213300
2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,123.28233337402344,59278900,248.1300048828125,249.27000427246094,245.83999633789062,247.3000030517578,241.9442596435547,19406700
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,121.78394317626953,76229200,245.22000122070312,246.33999633789062,243.0,245.7100067138672,240.3887176513672,25307700
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,124.10054779052734,75169300,247.75999450683594,251.64999389648438,247.50999450683594,250.7899932861328,245.3586883544922,25281100
2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,124.11038970947266,71057600,249.97999572753906,254.08999633789062,249.80999755859375,253.80999755859375,248.31326293945312,23079200
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,124.93844604492188,74403800,255.16000366210938,256.010009765625,252.50999450683594,252.57000732421875,247.10012817382812,22455000
2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,125.32290649414062,56877900,253.80999755859375,255.52999877929688,253.2100067138672,253.58999633789062,248.0980224609375,17937600
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,124.31741333007812,71186400,254.2899932861328,257.4599914550781,253.6699981689453,257.239990234375,251.6689910888672,24563600
2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,125.53978729248047,53522400,257.989990234375,258.489990234375,256.6099853515625,257.8900146484375,252.304931640625,18999700
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,128.62530517578125,96906500,257.8999938964844,259.95001220703125,256.79998779296875,259.8900146484375,254.26158142089844,19150500
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,127.7972412109375,62746300,259.7699890136719,259.989990234375,257.67999267578125,258.3599853515625,252.7647705078125,18038900
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,128.3000030517578,91815000,259.3999938964844,260.5799865722656,254.4199981689453,257.3800048828125,251.8059844970703,27220000
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,129.91668701171875,96721700,256.07000732421875,261.75,256.010009765625,260.8999938964844,255.24969482421875,27565500
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,128.6055908203125,108953300,259.6300048828125,262.29998779296875,258.75,259.42999267578125,253.81161499023438,37202200
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,130.41944885253906,79663300,259.82000732421875,263.5199890136719,257.9200134277344,262.6300048828125,256.94232177734375,26696100
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,132.07554626464844,74783600,262.7200012207031,265.7900085449219,262.3999938964844,265.510009765625,259.7598876953125,24694100
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,131.79953002929688,60214200,265.989990234375,266.8299865722656,264.42999267578125,265.2699890136719,259.52508544921875,19518700
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,131.5136260986328,68711000,266.1600036621094,267.8500061035156,265.4700012207031,266.69000244140625,260.914306640625,21446900
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,131.2178955078125,70783700,266.2300109863281,267.25,264.760009765625,265.0199890136719,259.2804870605469,25611100
2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,132.86416625976562,62111300,266.19000244140625,268.8999938964844,265.9100036621094,268.7200012207031,262.9003601074219,19590000
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,134.39215087890625,64556100,268.8699951171875,271.6499938964844,267.9800109863281,271.3999938964844,265.5223388671875,19937800
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,135.01319885253906,63261400,270.69000244140625,271.3599853515625,269.6000061035156,270.8999938964844,265.0331726074219,21656500
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,135.3187713623047,52485800,269.6099853515625,271.8399963378906,269.6000061035156,271.6000061035156,265.718017578125,16725300
2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,137.97056579589844,78852600,272.82000732421875,278.0,272.5,277.6499938964844,271.6369934082031,26458000
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,140.0012664794922,108181800,278.0299987792969,279.3699951171875,274.29998779296875,277.6600036621094,271.646728515625,31565600
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,142.51499938964844,104911600,279.3999938964844,280.69000244140625,277.1499938964844,279.92999267578125,273.86761474609375,23260000
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,141.2039031982422,105575500,276.8999938964844,278.7300109863281,274.8699951171875,277.4200134277344,271.4119873046875,24618600
2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,143.0473175048828,99890800,275.7200012207031,278.04998779296875,275.32000732421875,277.94000244140625,271.9207763671875,23916700
2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,142.4459991455078,76299700,279.1600036621094,279.7699890136719,276.5799865722656,277.32000732421875,271.31414794921875,18931700
2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,143.56979370117188,100827100,277.5199890136719,282.8500061035156,277.3900146484375,280.9800109863281,274.8948974609375,26120100
2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,147.02987670898438,127050800,282.3500061035156,283.6600036621094,280.54998779296875,282.510009765625,276.3917541503906,23113700
2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,146.3694305419922,106820300,282.0,282.510009765625,279.8299865722656,281.0299987792969,274.9437255859375,22604200
2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,144.3091278076172,93251400,282.07000732421875,284.1000061035156,279.4599914550781,280.75,274.66986083984375,26186800
2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,140.42514038085938,121434600,278.92999267578125,280.3699951171875,274.45001220703125,277.010009765625,271.0108642578125,32935600
2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,144.0725555419922,96350000,278.0299987792969,280.9700012207031,276.260009765625,279.32000732421875,273.2707824707031,26259700
2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,143.3332061767578,74993500,278.8999938964844,281.5199890136719,277.2900085449219,281.3999938964844,275.30572509765625,24364300
2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,144.7133026123047,77338200,283.8399963378906,286.4200134277344,283.4200134277344,286.1400146484375,279.943115234375,23384100
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,146.4482879638672,71447400,287.3699951171875,289.989990234375,286.5,289.6700134277344,283.3966369628906,22768100
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,146.8721923828125,72434100,289.0,289.69000244140625,286.6400146484375,289.04998779296875,282.7901306152344,23176100
2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,144.68373107910156,104818600,289.42999267578125,289.5799865722656,282.95001220703125,286.5400085449219,280.3344421386719,33604100
2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,142.919189453125,118931200,288.989990234375,290.1499938964844,283.8299865722656,286.2200012207031,280.0213928222656,33566900
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,143.56979370117188,56699500,286.239990234375,288.6199951171875,286.0799865722656,286.5,280.2953186035156,18168300
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,143.78668212890625,70440600,285.1700134277344,286.6600036621094,283.9100036621094,284.9100036621094,278.7397766113281,20944800
2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,143.4514923095703,62880000,286.3599853515625,286.7699890136719,283.739990234375,284.82000732421875,278.6517333984375,16267400
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,145.2653350830078,64786600,285.4200134277344,287.2300109863281,284.0,287.1199951171875,280.9018249511719,17879000
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,144.8611602783203,56368300,286.2200012207031,287.5899963378906,284.6499938964844,286.510009765625,280.3050842285156,16191300
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,144.9696044921875,46397700,286.8800048828125,289.6300048828125,286.1000061035156,289.5199890136719,283.2498779296875,13900200
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,144.27853393554688,54126800,288.510009765625,289.5,287.6199951171875,289.4599914550781,283.1911926269531,16589300
